id_str,posted_by,created_at,full_text
1742935009802301522,CNN,Thu Jan 04 15:44:23 +0000 2024,China spent over $5.5 million at Trump properties, the largest total of known payments made by a foreign country while he was in office, records show. https://t.co/N1LQoLXXY2
1744185992263708986,CNN,Mon Jan 08 02:35:20 +0000 2024,From Taylor Swift to Tyler James Williams, celebrities are re-emerging into the style limelight at the 81st Golden Globe Awards.\n\nSee some of tonight\s best looks. https://t.co/653554CL2P
1744359432908144869,CNN,Mon Jan 08 14:04:32 +0000 2024,A senior Hezbollah commander has been killed in an Israeli strike, a Lebanese security source says, as fears of a wider regional conflict escalate https://t.co/MIjJ5rIigL
1744371385487557056,CNN,Mon Jan 08 14:52:01 +0000 2024,About 1 in 100 people in Gaza has been killed since October 7, Palestinian statistics show https://t.co/Xhx6lYrjvk
1744377181583687801,CNN,Mon Jan 08 15:15:03 +0000 2024,The Supreme Court denies a challenge to a California ban on menthol and other flavored cigarettes, leaving the law in place https://t.co/yI6kHL8RqF
1744390775498997946,CNN,Mon Jan 08 16:09:04 +0000 2024,Trump wants Georgia election subversion case thrown out, arguing he\s protected from prosecution under presidential immunity https://t.co/sBEujxwmzb
1744407621279383714,CNN,Mon Jan 08 17:16:01 +0000 2024,Golf legend Tiger Woods announces that after nearly three decades, his collaboration with Nike, the world\s largest sportswear company, is over https://t.co/dcoJGP9nj1
1744411180121075843,CNN,Mon Jan 08 17:30:09 +0000 2024,Soccer icon Franz Beckenbauer, arguably one of the greatest players in the sport\s history, has died. He was 78. https://t.co/RBpAZVrKUb
1744453680114327557,CNN,Mon Jan 08 20:19:02 +0000 2024,Republican Party of Florida removes Christian Ziegler as chairman amid a sex scandal and a sexual assault investigation https://t.co/lKimdtHF2d
1744462480451977253,CNN,Mon Jan 08 20:54:00 +0000 2024,President of the embattled National Association of Realtors says she will step down, alleging blackmail https://t.co/Z3oDMaprrq
1744476072115114097,CNN,Mon Jan 08 21:48:01 +0000 2024,United Airlines says it found loose door plug bolts on some of its Boeing 737 Max 9s during inspections in light of the Alaska Airlines incident https://t.co/MIYjA73onC
1744501231962218996,CNN,Mon Jan 08 23:27:59 +0000 2024,An explosion in Fort Worth, Texas, left multiple people injured and large pieces of a building littering the road in the downtown area. https://t.co/cd0e53p8vh
1744510518964949136,CNN,Tue Jan 09 00:04:53 +0000 2024,NASA is expected to announce a \months-long delay\ for the first crewed Artemis moon mission, which was slated to lift off in November. https://t.co/U2eNr1gIIt
1744575184676311500,CNN,Tue Jan 09 04:21:51 +0000 2024,Michigan Wolverines defeat Washington Huskies 34-13 to win the College Football Playoff National Championship https://t.co/n3PQHzJvr4
1744645318958874807,CNN,Tue Jan 09 09:00:32 +0000 2024,South Korea passes a bill to ban eating dog meat, ending a controversial practice as consumer habits change. https://t.co/O7jBDgzvBV
1744649776916824123,CNN,Tue Jan 09 09:18:15 +0000 2024,A US citizen has been arrested in Moscow on drug-related charges, according to a court statement https://t.co/v43Iwx911T
1744731459498442950,CNN,Tue Jan 09 14:42:50 +0000 2024,Appeals court hears arguments on Donald Trump\s claims of presidential immunity against election subversion charges. Follow live updates. https://t.co/OMG4eImh8n
1744803677808791719,CNN,Tue Jan 09 19:29:48 +0000 2024,Defense Secretary Lloyd Austin is being treated for prostate cancer, according to Walter Reed medical center https://t.co/rJJcd9Mtpu
1744831168007020839,CNN,Tue Jan 09 21:19:02 +0000 2024,Hooded and armed men take over a live TV network in Ecuador shortly after the South American country\s president declared a nationwide state of emergency https://t.co/LC0mZDCYnn
1744838158162780242,CNN,Tue Jan 09 21:46:49 +0000 2024,NASA\s Artemis III mission to return humans to the lunar surface will not happen until 2026 at the soonest https://t.co/qd7R585W1q
1744856381583139276,CNN,Tue Jan 09 22:59:13 +0000 2024,Boeing CEO acknowledges the company’s “mistake” in the wake of the Alaska Airlines incident at a staff-wide “safety meeting.” https://t.co/haXGV7gORb
1744922297805258992,CNN,Wed Jan 10 03:21:09 +0000 2024,Amalija Knavs, the mother of former first lady Melania Trump, has died, Trump posted on her social media accounts. https://t.co/j3pGdtIUFj
1745103156583764334,CNN,Wed Jan 10 15:19:49 +0000 2024,Hunter Biden unexpectedly shows up at House hearing to consider moving forward with holding him in criminal contempt of Congress\nhttps://t.co/3u7vvgzhxX
1745127263090118953,CNN,Wed Jan 10 16:55:37 +0000 2024,Donald Trump plans to speak in his own defense at tomorrow\s closing arguments in his New York civil fraud case, sources say https://t.co/0WS0q7Kj8Q
1745139703362261300,CNN,Wed Jan 10 17:45:03 +0000 2024,US Secretary of State Blinken warns \there will be consequences\ for continued Houthi Red Sea attacks, a day after one of the largest in recent months\nhttps://t.co/mWak0d3BhN
1745151674023395731,CNN,Wed Jan 10 18:32:37 +0000 2024,Judge says Trump can\t speak in his own defense during closing arguments of his New York civil fraud trial after not agreeing to preconditions https://t.co/udMtV4UGn8
1745204055599620562,CNN,Wed Jan 10 22:00:45 +0000 2024,The Securities and Exchange Commission will let some companies offer bitcoin ETFs, making cryptocurrency more accessible to Main Street investors https://t.co/h8FZkOp8ac
1745218225057460444,CNN,Wed Jan 10 22:57:04 +0000 2024,Two committees approve effort to hold Hunter Biden in contempt of Congress, setting up a full House vote https://t.co/M4Xc4tJ6NF
1745221834973315075,CNN,Wed Jan 10 23:11:24 +0000 2024,Nick Saban, one of college football\s top coaches of all time, is retiring, reports say. He won six national championships at Alabama. https://t.co/6We8Dt0tEG
1745224725821853980,CNN,Wed Jan 10 23:22:54 +0000 2024,Former New Jersey Gov. Chris Christie announced Wednesday that he is ending his campaign for the 2024 Republican presidential nomination, marking the exit of the most outspoken critic of former President Donald Trump in the GOP primary. https://t.co/WMG1Zunzsh https://t.co/knIdiVEFew
1745263517240787057,CNN,Thu Jan 11 01:57:02 +0000 2024,GOP presidential hopefuls Nikki Haley and Ron DeSantis square off in an Iowa debate. Watch now on CNN, on https://t.co/kE2PnwqItJ without a cable login or on CNN Max.\n\nFollow live updates. https://t.co/2DTKsLpras
1745279838678601789,CNN,Thu Jan 11 03:01:53 +0000 2024,In a high-stakes Iowa showdown, Nikki Haley and Ron DeSantis are trading jabs on taxes, immigration and foreign policy. Follow live updates. https://t.co/TDHbYeYlHV
1745303343847633020,CNN,Thu Jan 11 04:35:17 +0000 2024,Ron DeSantis and Nikki Haley spent their first one-on-one debate calling each other out for their records. We\re breaking down what they said.\nhttps://t.co/UUFDkxBbW0
1745334930807181421,CNN,Thu Jan 11 06:40:48 +0000 2024,Ron DeSantis and Nikki Haley called each other liars and squabbled over who\s tougher in a feisty showdown just days before the Iowa caucuses. Here are takeaways from the debate on Wednesday night. https://t.co/D1Gpo71jQ9
1745426439019593958,CNN,Thu Jan 11 12:44:26 +0000 2024,Head coach Bill Belichick is leaving the New England Patriots after 24 seasons and six Super Bowl titles with the team, according to multiple reports https://t.co/Ec4wgoHv8s
1745442853482885256,CNN,Thu Jan 11 13:49:39 +0000 2024,A bomb threat was made to the home of the judge overseeing Trump\s civil fraud trial, just hours before closing arguments are set to begin https://t.co/XUGD6PKOOi
1745447128183517566,CNN,Thu Jan 11 14:06:38 +0000 2024,US consumer prices rose 3.4% annually to close out 2023, capping a year of substantial progress on efforts to rein in decades-high inflation https://t.co/rnd4lDziXr
1745467783129743811,CNN,Thu Jan 11 15:28:43 +0000 2024,Which claims made by Nikki Haley and Ron DeSantis on CNN\s debate stage last night were true, false or somewhere in between? We fact-checked the GOP debate in Iowa. https://t.co/o4FTGfWrLS
1745499106338885734,CNN,Thu Jan 11 17:33:11 +0000 2024,The Federal Aviation Administration says it is opening an investigation into Boeing’s quality control after the violent in-flight failure of a door plug on a nearly new 737 Max 9 https://t.co/oeInq41QHn
1745508465408094365,CNN,Thu Jan 11 18:10:22 +0000 2024,Trump goes into campaign speech mode in court address after judge allowed him to speak during his New York civil fraud trial https://t.co/HUPCKi1lNb
1745548071210004712,CNN,Thu Jan 11 20:47:45 +0000 2024,Hunter Biden will make his first court appearance in his federal tax case. He\s facing nine criminal charges, including failure to pay taxes.\n\nFollow live updates. https://t.co/S6Ig2oL80h
1745552974791741940,CNN,Thu Jan 11 21:07:14 +0000 2024,An Ohio woman who suffered a miscarriage at home will not be criminally charged, a grand jury says https://t.co/E48f4nbOEs
1745556161401643513,CNN,Thu Jan 11 21:19:54 +0000 2024,Hunter Biden pleads not guilty to federal tax charges for allegedly failing to pay more than $1 million in taxes, filing fraudulent forms https://t.co/lHH6yslfIK
1745588595472085096,CNN,Thu Jan 11 23:28:47 +0000 2024,Trump launched into a monologue at his civil fraud trial, underscoring that the case is a threat to his business and brand. Here are key takeaways. https://t.co/WH66Pt79dx
1745594701623824387,CNN,Thu Jan 11 23:53:03 +0000 2024,US carries out airstrikes against Iran-backed Houthis in Yemen, a sign of the growing international alarm over the threat to critical waterways https://t.co/96JSjnpsaF
1745801944143102454,CNN,Fri Jan 12 13:36:33 +0000 2024,The FAA says it is auditing Boeing 737 Max 9 production, as aircraft remain grounded a week after the dramatic Alaska Airlines in-flight incident\nhttps://t.co/5vb8y3gXbs
1745803514448630107,CNN,Fri Jan 12 13:42:47 +0000 2024,Wholesale inflation as measured by the Producer Price Index rose 1% annually in December, up slightly from November\s 0.9% reading, according to data released by the Bureau of Labor Statistics https://t.co/uApxvp7zQZ
1745853370391241156,CNN,Fri Jan 12 17:00:54 +0000 2024,Federal prosecutors to seek death penalty against gunman in Buffalo supermarket mass shooting, a first for the Biden administration\nhttps://t.co/HujykwExBb
1745856075310473432,CNN,Fri Jan 12 17:11:39 +0000 2024,Oregon Supreme Court won\t remove Trump from 2024 ballot for now, says it\s waiting for US Supreme Court to weigh in on 14th Amendment issue\nhttps://t.co/FgnBB5bZVl
1745911905447813444,CNN,Fri Jan 12 20:53:30 +0000 2024,An election official in Arizona, who spread 2020 voter fraud conspiracies, quit his job after facing blowback from angry election deniers https://t.co/yaXASnoAme
1745941891349139468,CNN,Fri Jan 12 22:52:39 +0000 2024,Microsoft is now the world\s most valuable publicly traded company after trailing behind Apple for the majority of the past decade https://t.co/AUn47rBfUz https://t.co/QyoUc3hGLF
1745963314931261501,CNN,Sat Jan 13 00:17:47 +0000 2024,Questions are surfacing about the lead prosecutor\s role on the Georgia election subversion case after allegations of an affair with the DA https://t.co/xM4xIXKK57
1745967624079429637,CNN,Sat Jan 13 00:34:54 +0000 2024,Voters in Taiwan are picking a new president against a backdrop of growing China threats in a contest that could reverberate globally https://t.co/H8ZcdaNiQM
1745980023784235139,CNN,Sat Jan 13 01:24:11 +0000 2024,The US carried out further strikes against Houthi locations in Yemen, a US official says, one day after hitting nearly 30 locations https://t.co/iHd4JglwPX
1746007479639584987,CNN,Sat Jan 13 03:13:17 +0000 2024,Cannabis meets the criteria for reclassification as a lower-risk Schedule III drug, an FDA scientific review finds https://t.co/IIf6uPgNzy
1746151783301321070,CNN,Sat Jan 13 12:46:41 +0000 2024,Taiwan\s ruling party is set to win historic third consecutive presidency as opposition concedes, with voters shrugging off warnings from China https://t.co/WakyhfufSB
1746257861993226685,CNN,Sat Jan 13 19:48:12 +0000 2024,Dangerous blizzard conditions forecasted in the Northeast have led to the postponement of the AFC Wild Card Round matchup between the Pittsburgh Steelers and the Buffalo Bills. https://t.co/mBcvQ6vsyE
1746278052370276579,CNN,Sat Jan 13 21:08:26 +0000 2024,John Kerry plans to step down from his post as US special envoy for climate by the spring. https://t.co/2At2V7g1F0
1746292848805253346,CNN,Sat Jan 13 22:07:14 +0000 2024,Congressional leaders have come to an agreement on a two-tranche short-term funding bill to keep the government funded into March. https://t.co/wGieVy1Bak
1746530255500685671,CNN,Sun Jan 14 13:50:36 +0000 2024,King Frederik X takes the throne in Denmark after the surprise abdication of his mother Queen Margrethe II, who reigned for 52 years https://t.co/1L79ZHc4dD
1746551260776390695,CNN,Sun Jan 14 15:14:04 +0000 2024,Former Maryland Gov. Larry Hogan endorses Nikki Haley for president a day before the Iowa caucuses, saying it is time for the party to get behind her https://t.co/7468hVOyDE
1746617178076356990,CNN,Sun Jan 14 19:36:00 +0000 2024,An Iowa principal who acted heroically to save students during a mass shooting earlier this month has died from his injuries in the attack https://t.co/CEexgeKRWS
1746625484098502900,CNN,Sun Jan 14 20:09:00 +0000 2024,North Dakota Gov. Doug Burgum, who dropped out of the GOP presidential primary, endorses former President Donald Trump before the Iowa caucuses https://t.co/4vRw2AtHKl
1746717656655233284,CNN,Mon Jan 15 02:15:16 +0000 2024,US military says it shot down a missile fired at a US warship from Houthi-controlled area of Yemen. \n\nFollow live updates. https://t.co/F0NRXMFRT3
1746904274880090359,CNN,Mon Jan 15 14:36:49 +0000 2024,At least one person killed and 17 others injured after twin attacks in central Israel, authorities say. Two suspects have been detained. https://t.co/EmvDMuOBac
1746928499737157652,CNN,Mon Jan 15 16:13:05 +0000 2024,A Houthi ballistic missile struck a US-owned cargo vessel off the coast of Yemen, US military says. No injuries were reported. https://t.co/0VWgT9jVYD
1746941086369472948,CNN,Mon Jan 15 17:03:06 +0000 2024,US Defense Secretary Lloyd Austin has been released from the hospital two weeks after he was admitted for complications after prostate cancer surgery https://t.co/iJO4MKWxkP https://t.co/NUNR2lUfAI
1747049045275591022,CNN,Tue Jan 16 00:12:05 +0000 2024,Iowa voters are contending with brutal cold as they head to US Republican caucus sites. Follow live updates. https://t.co/MESRnavvUM
1747065801247449552,CNN,Tue Jan 16 01:18:40 +0000 2024,Celebrities are arriving on the red carpet in their finest evening wear for the 75th Primetime Emmy Awards. See the best looks. https://t.co/EGzWpccDBh
1747071421056991310,CNN,Tue Jan 16 01:41:00 +0000 2024,Donald Trump wins the Iowa Republican caucuses, CNN projects, cementing his front-runner status in the GOP field https://t.co/C8JVWnMLsI https://t.co/rblwirVS26
1747108400700305714,CNN,Tue Jan 16 04:07:57 +0000 2024,Elton John wins an Emmy for his farewell-concert special and joins the elite ranks of EGOTs — those who have won an Emmy, Grammy, Oscar and Tony — alongside other legendary performers including Mel Brooks, Whoopi Goldberg, Audrey Hepburn and more. https://t.co/cMPiwixpft https://t.co/GAcnY0p9nW
1747115632787648659,CNN,Tue Jan 16 04:36:41 +0000 2024,Ron DeSantis edges Nikki Haley to win second place behind Donald Trump in the Iowa Republican caucuses, CNN projects. Follow live updates: https://t.co/H04ClcpEwQ https://t.co/RFRRXO1qNS
1747119512829206990,CNN,Tue Jan 16 04:52:06 +0000 2024,Vivek Ramaswamy is suspending his campaign and endorsing Donald Trump for president https://t.co/Txc39F4x0o https://t.co/pkHTxPqrq9
1747145305403879777,CNN,Tue Jan 16 06:34:35 +0000 2024,\Succession\ wins best drama and \The Bear\ takes home best comedy at the Emmy Awards. Here\s the full list of winners. https://t.co/vEjnTZxc5U
1747276280213786784,CNN,Tue Jan 16 15:15:02 +0000 2024,The suspect in the Gilgo Beach serial killings has been charged with second-degree murder in a fourth victim\s death, court records show https://t.co/GtLQcWGmgN
1747289103941394937,CNN,Tue Jan 16 16:06:00 +0000 2024,Former Arkansas Gov. Asa Hutchinson announces he\s suspending his presidential campaign after a weak showing in the Iowa caucuses\nhttps://t.co/PTAQUV44Ub
1747323850021327119,CNN,Tue Jan 16 18:24:04 +0000 2024,US military carries out new strikes on Houthi anti-ship ballistic missiles that were preparing to launch from Yemen, US defense officials say https://t.co/cFaAikEBz2
1747330731355800063,CNN,Tue Jan 16 18:51:24 +0000 2024,Spirit Airlines shares plunge after a federal judge blocks JetBlue\s proposed $3.8 billion acquisition of the discount airline https://t.co/e4c5GBnBrA
1747396428136079433,CNN,Tue Jan 16 23:12:28 +0000 2024,The Biden administration is expected to re-designate the Houthis as a global terrorist entity https://t.co/H7M4bjhTQR
1747439282204066027,CNN,Wed Jan 17 02:02:45 +0000 2024,Ron DeSantis is taking questions from New Hampshire voters at a live CNN town hall that comes at a pivotal point for the GOP presidential candidate. Watch coverage on CNN, CNN Max or https://t.co/kE2PnwqItJ without a cable login. https://t.co/zEyfwn3tw9
1747444775047844033,CNN,Wed Jan 17 02:24:34 +0000 2024,China’s population shrank for the second year in a row in 2023, marking a deepening of a demographic crisis set to have significant implications on the world’s second largest economy. https://t.co/JZKTi8EnnS
1747448791249129731,CNN,Wed Jan 17 02:40:32 +0000 2024,The Colorado Club Q shooter will plead guilty to 74 counts of federal hate and gun crimes and prosecutors won\t seek the death penalty, court documents show https://t.co/Zb3FGJMEAx
1747476959133585815,CNN,Wed Jan 17 04:32:28 +0000 2024,At a CNN town hall in New Hampshire, Ron DeSantis warned that Republicans will lose the 2024 election if Trump is the nominee and questioned Nikki Haley\s ability to unite the party. Here are key takeaways from the town hall: https://t.co/WTTTchJSH0
1747624135918797184,CNN,Wed Jan 17 14:17:17 +0000 2024,Spending at US retailers rose 0.6% in December from the prior month, the Commerce Department has reported https://t.co/RKehtx5yjc
1747625382851780924,CNN,Wed Jan 17 14:22:15 +0000 2024,Catherine, Princess of Wales, is recovering in hospital after successfully undergoing abdominal surgery, Kensington Palace has said https://t.co/1L2ejRJmBh
1747648185269391620,CNN,Wed Jan 17 15:52:51 +0000 2024,Britain\s King Charles III will go into hospital next week for treatment for an enlarged prostate, PA news agency reported citing Buckingham Palace https://t.co/136Fxfy6r6
1747686260552904817,CNN,Wed Jan 17 18:24:09 +0000 2024,Judge threatens to kick Trump out of court for commenting during E. Jean Carroll\s testimony, with the former president saying \I would love it\ https://t.co/S8nuum1RvN
1747695432665301299,CNN,Wed Jan 17 19:00:36 +0000 2024,At least 21 deaths have been reported across six states over the last week after brutal cold and a rash of winter storms – and another round is coming https://t.co/vi0UtlIRQs
1747705038766477631,CNN,Wed Jan 17 19:38:46 +0000 2024,Maine judge defers decision on Trump\s eligibility for the state\s 2024 ballot until the Supreme Court issues its ruling https://t.co/fu0WS6zY3r
1747718320151756866,CNN,Wed Jan 17 20:31:33 +0000 2024,Apple Watch imports are banned in America again, a federal appeals court has ruled. The ban will go into effect on Thursday. https://t.co/Ct0e3Gg1eu
1747764175797960934,CNN,Wed Jan 17 23:33:46 +0000 2024,Former longtime Meta chief operating officer Sheryl Sandberg will not remain on the company\s board after her term ends in May https://t.co/pEx9P1Whnj https://t.co/49KOTsLFYY
1747768874420830606,CNN,Wed Jan 17 23:52:26 +0000 2024,Texas has until the end of today to stop blocking federal access to miles of the US-Mexico border. Here are the latest developments. https://t.co/HWAZAVOycu
1747781137726947516,CNN,Thu Jan 18 00:41:10 +0000 2024,US carries out another round of strikes against Iran-backed Houthis in Yemen, two US officials say https://t.co/9AJf9gBJGm
1747903613043642551,CNN,Thu Jan 18 08:47:50 +0000 2024,Pakistan has targeted several locations inside Iran, a security official tells CNN, following a deadly Iranian strike on Pakistani soil. https://t.co/H5oAiFSlTu
1747961354852429965,CNN,Thu Jan 18 12:37:17 +0000 2024,FIRST ON CNN: Democratic lawmakers have introduced legislation aimed at protecting access to infertility treatments, such as in vitro fertilization, amid growing concern that anti-abortion bills may threaten access in some states. https://t.co/Ec4ix9syqO
1747996502696313295,CNN,Thu Jan 18 14:56:57 +0000 2024,A scathing DOJ report, obtained by CNN, blames key failures by law enforcement leaders for the failed response in the Uvalde, Texas, school shooting. https://t.co/5jhqtrzijY
1748044847276069165,CNN,Thu Jan 18 18:09:03 +0000 2024,US Attorney General Merrick Garland says families of Uvalde shooting victims \deserved better,\ adding lives would have been saved had officers responded more quickly https://t.co/pPG4VZMu1B
1748069126306701641,CNN,Thu Jan 18 19:45:31 +0000 2024,The Senate approves a short-term extension to keep the government running ahead of Friday\s deadline. The bill now heads to the House. https://t.co/jiAs5myuA9
1748074595792429224,CNN,Thu Jan 18 20:07:15 +0000 2024,Israel says it is removing bodies from cemeteries to test whether the remains are of hostages taken captive by Hamas on October 7\nhttps://t.co/nCIBhNmONw
1748105055817925044,CNN,Thu Jan 18 22:08:18 +0000 2024,The House passes a measure to keep the government funded until early March and sends it to President Biden to sign into law https://t.co/53R2RlLeKN
1748109280958353490,CNN,Thu Jan 18 22:25:05 +0000 2024,3M has started sending payments as part of its previously announced $6 billion settlement to resolve almost 300,000 lawsuits alleging the company supplied faulty combat earplugs to the military that resulted in significant injuries, such as hearing loss https://t.co/RB4juO2us7
1748109901014925339,CNN,Thu Jan 18 22:27:33 +0000 2024,Donald Trump\s name will remain on Washington state\s GOP primary ballot after a judge dismissed a lawsuit trying to disqualify him https://t.co/bYUapZkV7u
1748118102913564795,CNN,Thu Jan 18 23:00:08 +0000 2024,In a new filing, Trump\s lawyers warned the Supreme Court of mayhem if states are allowed to bar him from the 2024 ballot https://t.co/4NSsOfUETT
1748135093971849234,CNN,Fri Jan 19 00:07:39 +0000 2024,Delayed efforts to save lives. Parents were misled about children\s deaths and much more. Read key takeaways from a damning DOJ report into the 2022 Uvalde school massacre. https://t.co/cEs48qURFD https://t.co/9TTwWNdqNo
1748164464887705762,CNN,Fri Jan 19 02:04:22 +0000 2024,Former South Carolina Gov. Nikki Haley is taking questions from New Hampshire voters at a CNN Republican presidential town hall. Watch now on CNN, CNN Max or https://t.co/kE2PnwqItJ without a cable login. https://t.co/lhjGIIeSkm
1748210064077271405,CNN,Fri Jan 19 05:05:34 +0000 2024,Nikki Haley looks toward New Hampshire, takes on Trump and Biden and doubles down on her view that America has \never been a racist country.\ Here are takeaways from CNN\s town hall with Haley: https://t.co/IDL7Lv6Pec
1748339796685005016,CNN,Fri Jan 19 13:41:04 +0000 2024,The online home goods retailer Wayfair is laying off 13% of its workforce, news that comes weeks after the CEO told employees to work harder https://t.co/uM4VdHSUxa
1748408282954236343,CNN,Fri Jan 19 18:13:13 +0000 2024,Japan\s uncrewed SLIM lander has reached the moon but is losing power due to a solar cell issue, the space agency says https://t.co/t46OHAGFk5
1748414181865398450,CNN,Fri Jan 19 18:36:39 +0000 2024,President Biden signs into law a short-term funding extension to avert a partial government shutdown, though major challenges remain https://t.co/qJU8z86Q7T
1748422577565897112,CNN,Fri Jan 19 19:10:01 +0000 2024,The future of Sports Illustrated is thrown into uncertainty after its publisher lays off most or \probably all\ of its staff, union says https://t.co/uJ2wulOw8v https://t.co/BDvI7xmQLI
1748439290810339542,CNN,Fri Jan 19 20:16:26 +0000 2024,Alec Baldwin has been indicted by a New Mexico grand jury in connection to the 2021 fatal shooting of cinematographer Halyna Hutchins on the set of the movie \Rust,\ new court documents show.\n\nBaldwin is charged with two counts of involuntary manslaughter. https://t.co/pFFuc54v0t https://t.co/IofY9AKdiZ
1748451594692096294,CNN,Fri Jan 19 21:05:19 +0000 2024,The S&amp;P 500 index closes at a record high as investors bet the Fed will cut interest rates this year https://t.co/dFbo3L7FLc
1748534463175245970,CNN,Sat Jan 20 02:34:36 +0000 2024,South Carolina Sen. Tim Scott endorses Donald Trump for president at New Hampshire campaign event https://t.co/sulOcfBJTq
1749071971474690298,CNN,Sun Jan 21 14:10:28 +0000 2024,Donald Trump\s lead over Nikki Haley widens to double digits as the former president holds 50% support among likely GOP primary voters in New Hampshire, a new CNN Poll shows https://t.co/gjo9Vg91LA
